MC_MoveAbsolute_1,POE\Rod2_Move_Rot\Rod2_Move_Rot.GB,,18,102,Call,,MC_MoveAbsolute,,,VAR,FB,,,
MC_MoveAbsolute_1,POE\Rod2_Move_Rot\Rod2_Move_RotV.VB,,,,,,MC_MoveAbsolute,,,VAR,DEFINITION,,,
ROD2_ROT,POE\Rod2_Move_Rot\Rod2_Move_Rot.GB,IN,21,87,Read,,AXIS_REF,,,VAR_EXTERNAL,GLOBAL,,"ROD 2 ROTATION, AXIS 6",
ROD2_ROT,POE\Rod2_Move_Rot\Rod2_Move_Rot.GB,OUT,21,132,Write,,AXIS_REF,,,VAR_EXTERNAL,GLOBAL,,"ROD 2 ROTATION, AXIS 6",
ROD2_ROT,POE\Rod2_Move_Rot\Rod2_Move_RotV.VB,,,,,,AXIS_REF,,,VAR_EXTERNAL,DEFINITION,,"ROD 2 ROTATION, AXIS 6",
ROD2_ROT_DIR,POE\Rod2_Move_Rot\Rod2_Move_Rot.GB,IN,49,83,Read,,MC_Direction,,,VAR_EXTERNAL,GLOBAL,,,
ROD2_ROT_DIR,POE\Rod2_Move_Rot\Rod2_Move_RotV.VB,,,,,,MC_Direction,,,VAR_EXTERNAL,DEFINITION,,,
ROD2_ROT_DN,POE\Rod2_Move_Rot\Rod2_Move_Rot.GB,IN,25,89,Read,-|/|-,BOOL,,,VAR,LOCAL,,,
ROD2_ROT_DN,POE\Rod2_Move_Rot\Rod2_Move_Rot.GB,OUT,25,132,Write,,BOOL,,,VAR,LOCAL,,,
ROD2_ROT_DN,POE\Rod2_Move_Rot\Rod2_Move_RotV.VB,,,,,,BOOL,,,VAR,DEFINITION,,,
ROD2_ROT_EN,POE\Rod2_Move_Rot\Rod2_Move_Rot.GB,IN,25,44,Read,-| |-,BOOL,,,VAR_INPUT,LOCAL,,,
ROD2_ROT_EN,POE\Rod2_Move_Rot\Rod2_Move_RotV.VB,,,,,,BOOL,,,VAR_INPUT,DEFINITION,,,
ROD2_ROT_MOVE,POE\Rod2_Move_Rot\Rod2_Move_Rot.GB,IN,29,81,Read,,LREAL,,,VAR_EXTERNAL,GLOBAL,,,
ROD2_ROT_MOVE,POE\Rod2_Move_Rot\Rod2_Move_RotV.VB,,,,,,LREAL,,,VAR_EXTERNAL,DEFINITION,,,
Rod2_Rotation_Calc_1,POE\Rod2_Move_Rot\Rod2_Move_Rot.GB,,66,40,Call,,Rod2_Rotation_Calc,,,VAR,FB,,,
Rod2_Rotation_Calc_1,POE\Rod2_Move_Rot\Rod2_Move_RotV.VB,,,,,,Rod2_Rotation_Calc,,,VAR,DEFINITION,,,
ROD2_SHOOT,POE\Rod2_Move_Rot\Rod2_Move_Rot.GB,IN,25,74,Read,-|/|-,BOOL,,,VAR_EXTERNAL,GLOBAL,,,
ROD2_SHOOT,POE\Rod2_Move_Rot\Rod2_Move_RotV.VB,,,,,,BOOL,,,VAR_EXTERNAL,DEFINITION,,,
ROT_ACC,POE\Rod2_Move_Rot\Rod2_Move_Rot.GB,IN,37,89,Read,,LREAL,,,VAR,LOCAL,,,
ROT_ACC,POE\Rod2_Move_Rot\Rod2_Move_Rot.GB,IN,41,89,Read,,LREAL,,,VAR,LOCAL,,,
ROT_ACC,POE\Rod2_Move_Rot\Rod2_Move_RotV.VB,,,,,,LREAL,,,VAR,DEFINITION,,,
ROT_ROD2,POE\Rod2_Move_Rot\Rod2_Move_Rot.GB,IN,25,59,Read,-| |-,BOOL,,,VAR_EXTERNAL,GLOBAL,,,
ROT_ROD2,POE\Rod2_Move_Rot\Rod2_Move_RotV.VB,,,,,,BOOL,,,VAR_EXTERNAL,DEFINITION,,,
ROT_VEL,POE\Rod2_Move_Rot\Rod2_Move_Rot.GB,IN,33,89,Read,,LREAL,,,VAR,LOCAL,,,
ROT_VEL,POE\Rod2_Move_Rot\Rod2_Move_RotV.VB,,,,,,LREAL,,,VAR,DEFINITION,,,
