MC_MoveAbsolute_2,POE\Rod1_Move_Tran\Rod1_Move_Tran.GB,,13,82,Call,,MC_MoveAbsolute,,,VAR,FB,,,
MC_MoveAbsolute_2,POE\Rod1_Move_Tran\Rod1_Move_TranV.VB,,,,,,MC_MoveAbsolute,,,VAR,DEFINITION,,,
MOVE_ROD1,POE\Rod1_Move_Tran\Rod1_Move_Tran.GB,IN,20,40,Read,-| |-,BOOL,,,VAR_EXTERNAL,GLOBAL,,,
MOVE_ROD1,POE\Rod1_Move_Tran\Rod1_Move_TranV.VB,,,,,,BOOL,,,VAR_EXTERNAL,DEFINITION,,,
ROD1_MOVE_Y,POE\Rod1_Move_Tran\Rod1_Move_Tran.GB,IN,24,64,Read,,LREAL,,,VAR_EXTERNAL,GLOBAL,,"ROD 1, ABSOLUTE POSITION TRANSLATION MOVE COMMAND (MM)",
ROD1_MOVE_Y,POE\Rod1_Move_Tran\Rod1_Move_TranV.VB,,,,,,LREAL,,,VAR_EXTERNAL,DEFINITION,,"ROD 1, ABSOLUTE POSITION TRANSLATION MOVE COMMAND (MM)",
ROD1_TRAN,POE\Rod1_Move_Tran\Rod1_Move_Tran.GB,IN,16,66,Read,,AXIS_REF,,,VAR_EXTERNAL,GLOBAL,,"ROD 1 TRANSLATION, AXIS 3",
ROD1_TRAN,POE\Rod1_Move_Tran\Rod1_Move_Tran.GB,OUT,16,112,Write,,AXIS_REF,,,VAR_EXTERNAL,GLOBAL,,"ROD 1 TRANSLATION, AXIS 3",
ROD1_TRAN,POE\Rod1_Move_Tran\Rod1_Move_TranV.VB,,,,,,AXIS_REF,,,VAR_EXTERNAL,DEFINITION,,"ROD 1 TRANSLATION, AXIS 3",
ROD1_TRAN_CMD_ACC,POE\Rod1_Move_Tran\Rod1_Move_Tran.GB,IN,32,57,Read,,LREAL,,,VAR,LOCAL,,,
ROD1_TRAN_CMD_ACC,POE\Rod1_Move_Tran\Rod1_Move_Tran.GB,IN,36,57,Read,,LREAL,,,VAR,LOCAL,,,
ROD1_TRAN_CMD_ACC,POE\Rod1_Move_Tran\Rod1_Move_TranV.VB,,,,,,LREAL,,,VAR,DEFINITION,,,
ROD1_TRAN_CMD_VEL,POE\Rod1_Move_Tran\Rod1_Move_Tran.GB,IN,28,58,Read,,LREAL,,,VAR,LOCAL,,,
ROD1_TRAN_CMD_VEL,POE\Rod1_Move_Tran\Rod1_Move_TranV.VB,,,,,,LREAL,,,VAR,DEFINITION,,,
ROD1_TRAN_DN,POE\Rod1_Move_Tran\Rod1_Move_Tran.GB,IN,20,56,Read,-|/|-,BOOL,,,VAR,LOCAL,,,
ROD1_TRAN_DN,POE\Rod1_Move_Tran\Rod1_Move_Tran.GB,OUT,20,112,Write,,BOOL,,,VAR,LOCAL,,,
ROD1_TRAN_DN,POE\Rod1_Move_Tran\Rod1_Move_TranV.VB,,,,,,BOOL,,,VAR,DEFINITION,,,
ROD1_TRAN_EN,POE\Rod1_Move_Tran\Rod1_Move_Tran.GB,IN,20,25,Read,-| |-,BOOL,,,VAR_INPUT,LOCAL,,,
ROD1_TRAN_EN,POE\Rod1_Move_Tran\Rod1_Move_TranV.VB,,,,,,BOOL,,,VAR_INPUT,DEFINITION,,,
Rod1_Translation_Calc_1,POE\Rod1_Move_Tran\Rod1_Move_Tran.GB,,35,14,Call,,Rod1_Translation_Calc,,,VAR,FB,,,
Rod1_Translation_Calc_1,POE\Rod1_Move_Tran\Rod1_Move_TranV.VB,,,,,,Rod1_Translation_Calc,,,VAR,DEFINITION,,,
