ANGLE_NOW,POE\PLAYER_SWING\PLAYER_SWING.GB,IN,26,71,Read,-|/|-,BOOL,,,VAR,LOCAL,,,
ANGLE_NOW,POE\PLAYER_SWING\PLAYER_SWINGV.VB,,,,,,BOOL,,,VAR,DEFINITION,,,
BACK_ANGLE,POE\PLAYER_SWING\PLAYER_SWING.GB,IN,50,7,Read,,LREAL,,,VAR_INPUT,LOCAL,,,
BACK_ANGLE,POE\PLAYER_SWING\PLAYER_SWINGV.VB,,,,,,LREAL,,,VAR_INPUT,DEFINITION,,,
BACK_KICK_RANGE,POE\PLAYER_SWING\PLAYER_SWING.GB,IN,38,2,Read,,LREAL,,,VAR_INPUT,LOCAL,,,
BACK_KICK_RANGE,POE\PLAYER_SWING\PLAYER_SWINGV.VB,,,,,,LREAL,,,VAR_INPUT,DEFINITION,,,
FRONT_ANGLE,POE\PLAYER_SWING\PLAYER_SWING.GB,IN,46,5,Read,,LREAL,,,VAR_INPUT,LOCAL,,,
FRONT_ANGLE,POE\PLAYER_SWING\PLAYER_SWINGV.VB,,,,,,LREAL,,,VAR_INPUT,DEFINITION,,,
FRONT_KICK_RANGE,POE\PLAYER_SWING\PLAYER_SWING.GB,IN,42,0,Read,,LREAL,,,VAR_INPUT,LOCAL,,,
FRONT_KICK_RANGE,POE\PLAYER_SWING\PLAYER_SWINGV.VB,,,,,,LREAL,,,VAR_INPUT,DEFINITION,,,
KICK_NOW,POE\PLAYER_SWING\PLAYER_SWING.GB,IN,35,74,Read,-|/|-,BOOL,,,VAR,LOCAL,,,
KICK_NOW,POE\PLAYER_SWING\PLAYER_SWINGV.VB,,,,,,BOOL,,,VAR,DEFINITION,,,
PLAYER_ANGLE,POE\PLAYER_SWING\PLAYER_SWING.GB,,19,108,Call,,SET_ROT_ANGLE,,,VAR,FB,,,
PLAYER_ANGLE,POE\PLAYER_SWING\PLAYER_SWINGV.VB,,,,,,SET_ROT_ANGLE,,,VAR,DEFINITION,,,
PLAYER_KICK,POE\PLAYER_SWING\PLAYER_SWING.GB,,59,85,Call,,KICK_FUN,,,VAR,FB,,,
PLAYER_KICK,POE\PLAYER_SWING\PLAYER_SWINGV.VB,,,,,,KICK_FUN,,,VAR,DEFINITION,,,
PLAYER_POS,POE\PLAYER_SWING\PLAYER_SWING.GB,IN,34,7,Read,,LREAL,,,VAR_INPUT,LOCAL,,,
PLAYER_POS,POE\PLAYER_SWING\PLAYER_SWINGV.VB,,,,,,LREAL,,,VAR_INPUT,DEFINITION,,,
PLAYER_ROT,POE\PLAYER_SWING\PLAYER_SWING.GB,IN,22,83,Read,,AXIS_REF,,,VAR_INPUT,LOCAL,,,
PLAYER_ROT,POE\PLAYER_SWING\PLAYER_SWING.GB,IN,62,69,Read,,AXIS_REF,,,VAR_INPUT,LOCAL,,,
PLAYER_ROT,POE\PLAYER_SWING\PLAYER_SWINGV.VB,,,,,,AXIS_REF,,,VAR_INPUT,DEFINITION,,,
ROT_ACCEL,POE\PLAYER_SWING\PLAYER_SWING.GB,IN,74,70,Read,,LREAL,,,VAR_EXTERNAL,GLOBAL,,,
ROT_ACCEL,POE\PLAYER_SWING\PLAYER_SWING.GB,IN,38,93,Read,,LREAL,,,VAR_EXTERNAL,GLOBAL,,,
ROT_ACCEL,POE\PLAYER_SWING\PLAYER_SWINGV.VB,,,,,,LREAL,,,VAR_EXTERNAL,DEFINITION,,,
ROT_VELOCITY,POE\PLAYER_SWING\PLAYER_SWING.GB,IN,70,66,Read,,LREAL,,,VAR_EXTERNAL,GLOBAL,,,
ROT_VELOCITY,POE\PLAYER_SWING\PLAYER_SWING.GB,IN,34,89,Read,,LREAL,,,VAR_EXTERNAL,GLOBAL,,,
ROT_VELOCITY,POE\PLAYER_SWING\PLAYER_SWINGV.VB,,,,,,LREAL,,,VAR_EXTERNAL,DEFINITION,,,
SWING_LOGIC,POE\PLAYER_SWING\PLAYER_SWING.GB,,27,23,Call,,SWING_LOGIC,,,VAR,FB,,,
SWING_LOGIC,POE\PLAYER_SWING\PLAYER_SWINGV.VB,,,,,,SWING_LOGIC,,,VAR,DEFINITION,,,
SWING_NOW,POE\PLAYER_SWING\PLAYER_SWING.GB,IN,54,7,Read,,BOOL,,,VAR_INPUT,LOCAL,,,
SWING_NOW,POE\PLAYER_SWING\PLAYER_SWINGV.VB,,,,,,BOOL,,,VAR_INPUT,DEFINITION,,,
X_POS,POE\PLAYER_SWING\PLAYER_SWING.GB,IN,30,12,Read,,LREAL,,,VAR_INPUT,LOCAL,,,
X_POS,POE\PLAYER_SWING\PLAYER_SWINGV.VB,,,,,,LREAL,,,VAR_INPUT,DEFINITION,,,
