MANUAL_EN_1,POE\Manual_Move\Manual_Move.GB,IN,15,11,Read,,BOOL,,,VAR_INPUT,LOCAL,,,
MANUAL_EN_1,POE\Manual_Move\Manual_Move.GB,IN,18,89,Read,,BOOL,,,VAR_INPUT,LOCAL,,,
MANUAL_EN_1,POE\Manual_Move\Manual_MoveV.VB,,,,,,BOOL,,,VAR_INPUT,DEFINITION,,,
MANUAL_EN_2,POE\Manual_Move\Manual_Move.GB,IN,17,174,Read,,BOOL,,,VAR_INPUT,LOCAL,,,
MANUAL_EN_2,POE\Manual_Move\Manual_Move.GB,IN,17,254,Read,,BOOL,,,VAR_INPUT,LOCAL,,,
MANUAL_EN_2,POE\Manual_Move\Manual_MoveV.VB,,,,,,BOOL,,,VAR_INPUT,DEFINITION,,,
MANUAL_EN_3,POE\Manual_Move\Manual_Move.GB,IN,80,15,Read,,BOOL,,,VAR_INPUT,LOCAL,,,
MANUAL_EN_3,POE\Manual_Move\Manual_Move.GB,IN,82,86,Read,,BOOL,,,VAR_INPUT,LOCAL,,,
MANUAL_EN_3,POE\Manual_Move\Manual_MoveV.VB,,,,,,BOOL,,,VAR_INPUT,DEFINITION,,,
MANUAL_EN_4,POE\Manual_Move\Manual_Move.GB,IN,81,173,Read,,BOOL,,,VAR_INPUT,LOCAL,,,
MANUAL_EN_4,POE\Manual_Move\Manual_Move.GB,IN,81,253,Read,,BOOL,,,VAR_INPUT,LOCAL,,,
MANUAL_EN_4,POE\Manual_Move\Manual_MoveV.VB,,,,,,BOOL,,,VAR_INPUT,DEFINITION,,,
MC_MoveAbsolute_1,POE\Manual_Move\Manual_Move.GB,,8,28,Call,,MC_MoveAbsolute,,,VAR,FB,,,
MC_MoveAbsolute_1,POE\Manual_Move\Manual_MoveV.VB,,,,,,MC_MoveAbsolute,,,VAR,DEFINITION,,,
MC_MoveAbsolute_2,POE\Manual_Move\Manual_Move.GB,,11,106,Call,,MC_MoveAbsolute,,,VAR,FB,,,
MC_MoveAbsolute_2,POE\Manual_Move\Manual_MoveV.VB,,,,,,MC_MoveAbsolute,,,VAR,DEFINITION,,,
MC_MoveAbsolute_3,POE\Manual_Move\Manual_Move.GB,,10,191,Call,,MC_MoveAbsolute,,,VAR,FB,,,
MC_MoveAbsolute_3,POE\Manual_Move\Manual_MoveV.VB,,,,,,MC_MoveAbsolute,,,VAR,DEFINITION,,,
MC_MoveAbsolute_4,POE\Manual_Move\Manual_Move.GB,,10,271,Call,,MC_MoveAbsolute,,,VAR,FB,,,
MC_MoveAbsolute_4,POE\Manual_Move\Manual_MoveV.VB,,,,,,MC_MoveAbsolute,,,VAR,DEFINITION,,,
MC_MoveAbsolute_5,POE\Manual_Move\Manual_Move.GB,,73,32,Call,,MC_MoveAbsolute,,,VAR,FB,,,
MC_MoveAbsolute_5,POE\Manual_Move\Manual_MoveV.VB,,,,,,MC_MoveAbsolute,,,VAR,DEFINITION,,,
MC_MoveAbsolute_6,POE\Manual_Move\Manual_Move.GB,,75,103,Call,,MC_MoveAbsolute,,,VAR,FB,,,
MC_MoveAbsolute_6,POE\Manual_Move\Manual_MoveV.VB,,,,,,MC_MoveAbsolute,,,VAR,DEFINITION,,,
MC_MoveAbsolute_7,POE\Manual_Move\Manual_Move.GB,,74,190,Call,,MC_MoveAbsolute,,,VAR,FB,,,
MC_MoveAbsolute_7,POE\Manual_Move\Manual_MoveV.VB,,,,,,MC_MoveAbsolute,,,VAR,DEFINITION,,,
MC_MoveAbsolute_8,POE\Manual_Move\Manual_Move.GB,,74,270,Call,,MC_MoveAbsolute,,,VAR,FB,,,
MC_MoveAbsolute_8,POE\Manual_Move\Manual_MoveV.VB,,,,,,MC_MoveAbsolute,,,VAR,DEFINITION,,,
ROD1_MOVE,POE\Manual_Move\Manual_Move.GB,IN,22,90,Read,,LREAL,,,VAR,LOCAL,,,
ROD1_MOVE,POE\Manual_Move\Manual_Move.GB,OUT,170,68,Write,,LREAL,,,VAR,LOCAL,,,
ROD1_MOVE,POE\Manual_Move\Manual_MoveV.VB,,,,,,LREAL,,,VAR,DEFINITION,,,
ROD1_ROT,POE\Manual_Move\Manual_Move.GB,IN,11,13,Read,,AXIS_REF,,,VAR_EXTERNAL,GLOBAL,,"ROD 1 ROTATION, AXIS 4",
ROD1_ROT,POE\Manual_Move\Manual_Move.GB,OUT,11,58,Write,,AXIS_REF,,,VAR_EXTERNAL,GLOBAL,,"ROD 1 ROTATION, AXIS 4",
ROD1_ROT,POE\Manual_Move\Manual_MoveV.VB,,,,,,AXIS_REF,,,VAR_EXTERNAL,DEFINITION,,"ROD 1 ROTATION, AXIS 4",
ROD1_ROT_MOVE_TO,POE\Manual_Move\Manual_Move.GB,IN,19,4,Read,,LREAL,,,VAR_INPUT,LOCAL,,,
ROD1_ROT_MOVE_TO,POE\Manual_Move\Manual_MoveV.VB,,,,,,LREAL,,,VAR_INPUT,DEFINITION,,,
ROD1_TRAN,POE\Manual_Move\Manual_Move.GB,IN,14,90,Read,,AXIS_REF,,,VAR_EXTERNAL,GLOBAL,,"ROD 1 TRANSLATION, AXIS 3",
ROD1_TRAN,POE\Manual_Move\Manual_Move.GB,OUT,14,136,Write,,AXIS_REF,,,VAR_EXTERNAL,GLOBAL,,"ROD 1 TRANSLATION, AXIS 3",
ROD1_TRAN,POE\Manual_Move\Manual_MoveV.VB,,,,,,AXIS_REF,,,VAR_EXTERNAL,DEFINITION,,"ROD 1 TRANSLATION, AXIS 3",
ROD1_TRAN_MOVE_TO,POE\Manual_Move\Manual_Move.GB,IN,149,1,Read,,LREAL,,,VAR_INPUT,LOCAL,,,
ROD1_TRAN_MOVE_TO,POE\Manual_Move\Manual_MoveV.VB,,,,,,LREAL,,,VAR_INPUT,DEFINITION,,,
ROD2_MOVE,POE\Manual_Move\Manual_Move.GB,IN,21,255,Read,,LREAL,,,VAR,LOCAL,,,
ROD2_MOVE,POE\Manual_Move\Manual_Move.GB,OUT,166,127,Write,,LREAL,,,VAR,LOCAL,,,
ROD2_MOVE,POE\Manual_Move\Manual_MoveV.VB,,,,,,LREAL,,,VAR,DEFINITION,,,
