HOME_ALL,POE\Home\Home.GB,IN,19,20,Read,,BOOL,,,VAR_INPUT,LOCAL,,,
HOME_ALL,POE\Home\Home.GB,IN,19,113,Read,,BOOL,,,VAR_INPUT,LOCAL,,,
HOME_ALL,POE\Home\Home.GB,IN,21,220,Read,,BOOL,,,VAR_INPUT,LOCAL,,,
HOME_ALL,POE\Home\Home.GB,IN,19,329,Read,,BOOL,,,VAR_INPUT,LOCAL,,,
HOME_ALL,POE\Home\Home.GB,IN,106,27,Read,,BOOL,,,VAR_INPUT,LOCAL,,,
HOME_ALL,POE\Home\Home.GB,IN,106,112,Read,,BOOL,,,VAR_INPUT,LOCAL,,,
HOME_ALL,POE\Home\Home.GB,IN,105,220,Read,,BOOL,,,VAR_INPUT,LOCAL,,,
HOME_ALL,POE\Home\Home.GB,IN,106,331,Read,,BOOL,,,VAR_INPUT,LOCAL,,,
HOME_ALL,POE\Home\HomeV.VB,,,,,,BOOL,,,VAR_INPUT,DEFINITION,,,
MC_MoveAbsolute_1,POE\Home\Home.GB,,12,34,Call,,MC_MoveAbsolute,,,VAR,FB,,,
MC_MoveAbsolute_1,POE\Home\HomeV.VB,,,,,,MC_MoveAbsolute,,,VAR,DEFINITION,,,
MC_MoveAbsolute_2,POE\Home\Home.GB,,12,127,Call,,MC_MoveAbsolute,,,VAR,FB,,,
MC_MoveAbsolute_2,POE\Home\HomeV.VB,,,,,,MC_MoveAbsolute,,,VAR,DEFINITION,,,
MC_MoveAbsolute_3,POE\Home\Home.GB,,14,234,Call,,MC_MoveAbsolute,,,VAR,FB,,,
MC_MoveAbsolute_3,POE\Home\HomeV.VB,,,,,,MC_MoveAbsolute,,,VAR,DEFINITION,,,
MC_MoveAbsolute_4,POE\Home\Home.GB,,12,343,Call,,MC_MoveAbsolute,,,VAR,FB,,,
MC_MoveAbsolute_4,POE\Home\HomeV.VB,,,,,,MC_MoveAbsolute,,,VAR,DEFINITION,,,
MC_MoveAbsolute_5,POE\Home\Home.GB,,99,41,Call,,MC_MoveAbsolute,,,VAR,FB,,,
MC_MoveAbsolute_5,POE\Home\HomeV.VB,,,,,,MC_MoveAbsolute,,,VAR,DEFINITION,,,
MC_MoveAbsolute_6,POE\Home\Home.GB,,99,126,Call,,MC_MoveAbsolute,,,VAR,FB,,,
MC_MoveAbsolute_6,POE\Home\HomeV.VB,,,,,,MC_MoveAbsolute,,,VAR,DEFINITION,,,
MC_MoveAbsolute_7,POE\Home\Home.GB,,98,234,Call,,MC_MoveAbsolute,,,VAR,FB,,,
MC_MoveAbsolute_7,POE\Home\HomeV.VB,,,,,,MC_MoveAbsolute,,,VAR,DEFINITION,,,
MC_MoveAbsolute_8,POE\Home\Home.GB,,99,345,Call,,MC_MoveAbsolute,,,VAR,FB,,,
MC_MoveAbsolute_8,POE\Home\HomeV.VB,,,,,,MC_MoveAbsolute,,,VAR,DEFINITION,,,
ROD1_ROT,POE\Home\Home.GB,IN,15,19,Read,,AXIS_REF,,,VAR_EXTERNAL,GLOBAL,,"ROD 1 ROTATION, AXIS 4",
ROD1_ROT,POE\Home\Home.GB,OUT,15,64,Write,,AXIS_REF,,,VAR_EXTERNAL,GLOBAL,,"ROD 1 ROTATION, AXIS 4",
rod1_ROT,POE\Home\HomeV.VB,,,,,,AXIS_REF,,,VAR_EXTERNAL,DEFINITION,,"ROD 1 ROTATION, AXIS 4",
ROD1_TRAN,POE\Home\Home.GB,IN,15,111,Read,,AXIS_REF,,,VAR_EXTERNAL,GLOBAL,,"ROD 1 TRANSLATION, AXIS 3",
ROD1_TRAN,POE\Home\Home.GB,OUT,15,157,Write,,AXIS_REF,,,VAR_EXTERNAL,GLOBAL,,"ROD 1 TRANSLATION, AXIS 3",
ROD1_TRAN,POE\Home\HomeV.VB,,,,,,AXIS_REF,,,VAR_EXTERNAL,DEFINITION,,"ROD 1 TRANSLATION, AXIS 3",
ROD2_ROT,POE\Home\Home.GB,IN,17,219,Read,,AXIS_REF,,,VAR_EXTERNAL,GLOBAL,,"ROD 2 ROTATION, AXIS 6",
ROD2_ROT,POE\Home\Home.GB,OUT,17,264,Write,,AXIS_REF,,,VAR_EXTERNAL,GLOBAL,,"ROD 2 ROTATION, AXIS 6",
ROD2_ROT,POE\Home\HomeV.VB,,,,,,AXIS_REF,,,VAR_EXTERNAL,DEFINITION,,"ROD 2 ROTATION, AXIS 6",
ROD2_TRAN,POE\Home\Home.GB,IN,15,327,Read,,AXIS_REF,,,VAR_EXTERNAL,GLOBAL,,"ROD 2 TRANSLATION, AXIS 5",
ROD2_TRAN,POE\Home\Home.GB,OUT,15,373,Write,,AXIS_REF,,,VAR_EXTERNAL,GLOBAL,,"ROD 2 TRANSLATION, AXIS 5",
ROD2_TRAN,POE\Home\HomeV.VB,,,,,,AXIS_REF,,,VAR_EXTERNAL,DEFINITION,,"ROD 2 TRANSLATION, AXIS 5",
ROD3_ROT,POE\Home\Home.GB,IN,102,26,Read,,AXIS_REF,,,VAR_EXTERNAL,GLOBAL,,"ROD 3 ROTATION, AXIS 8",
ROD3_ROT,POE\Home\Home.GB,OUT,102,71,Write,,AXIS_REF,,,VAR_EXTERNAL,GLOBAL,,"ROD 3 ROTATION, AXIS 8",
ROD3_ROT,POE\Home\HomeV.VB,,,,,,AXIS_REF,,,VAR_EXTERNAL,DEFINITION,,"ROD 3 ROTATION, AXIS 8",
ROD3_TRAN,POE\Home\Home.GB,IN,102,110,Read,,AXIS_REF,,,VAR_EXTERNAL,GLOBAL,,"ROD 3 TRANSLATION, AXIS 7",
ROD3_TRAN,POE\Home\Home.GB,OUT,102,156,Write,,AXIS_REF,,,VAR_EXTERNAL,GLOBAL,,"ROD 3 TRANSLATION, AXIS 7",
ROD3_TRAN,POE\Home\HomeV.VB,,,,,,AXIS_REF,,,VAR_EXTERNAL,DEFINITION,,"ROD 3 TRANSLATION, AXIS 7",
ROD4_ROT,POE\Home\Home.GB,IN,101,219,Read,,AXIS_REF,,,VAR_EXTERNAL,GLOBAL,,"ROD 4 ROTATION, AXIS 10",
ROD4_ROT,POE\Home\Home.GB,OUT,101,264,Write,,AXIS_REF,,,VAR_EXTERNAL,GLOBAL,,"ROD 4 ROTATION, AXIS 10",
ROD4_ROT,POE\Home\HomeV.VB,,,,,,AXIS_REF,,,VAR_EXTERNAL,DEFINITION,,"ROD 4 ROTATION, AXIS 10",
ROD4_TRAN,POE\Home\Home.GB,IN,102,329,Read,,AXIS_REF,,,VAR_EXTERNAL,GLOBAL,,"ROD 4 TRANSLATION, AXIS 9",
ROD4_TRAN,POE\Home\Home.GB,OUT,102,375,Write,,AXIS_REF,,,VAR_EXTERNAL,GLOBAL,,"ROD 4 TRANSLATION, AXIS 9",
ROD4_TRAN,POE\Home\HomeV.VB,,,,,,AXIS_REF,,,VAR_EXTERNAL,DEFINITION,,"ROD 4 TRANSLATION, AXIS 9",
