COACH,POE\Main\Main.GB,,58,124,Call,,COACH,,,VAR,FB,,,
COACH,POE\Main\MainV.VB,,,,,,COACH,,,VAR,DEFINITION,,,
DEF,POE\Main\Main.GB,,65,210,Call,,DEF,,,VAR,FB,,,
DEF,POE\Main\MainV.VB,,,,,,DEF,,,VAR,DEFINITION,,,
DEF_ERROR,POE\Main\Main.GB,OUT,32,53,Write,,BOOL,,,VAR,LOCAL,,,
DEF_ERROR,POE\Main\MainV.VB,,,,,,BOOL,,,VAR,DEFINITION,,,
DEF_STAT,POE\Main\Main.GB,OUT,28,53,Write,,BOOL,,,VAR,LOCAL,,,
DEF_STAT,POE\Main\MainV.VB,,,,,,BOOL,,,VAR,DEFINITION,,,
ENABLE_ALL,POE\Main\Main.GB,IN,12,10,Read,,BOOL,,,VAR,LOCAL,,,
ENABLE_ALL,POE\Main\MainV.VB,,,,,,BOOL,,,VAR,DEFINITION,,,
ENABLE_RODS,POE\Main\Main.GB,,9,25,Call,,ENABLE_RODS,,,VAR,FB,,,
ENABLE_RODS,POE\Main\MainV.VB,,,,,,ENABLE_RODS,,,VAR,DEFINITION,,,
FWD,POE\Main\Main.GB,,32,174,Call,,FWD,,,VAR,FB,,,
FWD,POE\Main\MainV.VB,,,,,,FWD,,,VAR,DEFINITION,,,
FWD_ERROR,POE\Main\Main.GB,OUT,16,53,Write,,BOOL,,,VAR,LOCAL,,,
FWD_ERROR,POE\Main\MainV.VB,,,,,,BOOL,,,VAR,DEFINITION,,,
FWD_STAT,POE\Main\Main.GB,OUT,12,53,Write,,BOOL,,,VAR,LOCAL,,,
FWD_STAT,POE\Main\MainV.VB,,,,,,BOOL,,,VAR,DEFINITION,,,
GOL,POE\Main\Main.GB,,88,210,Call,,GOL,,,VAR,FB,,,
GOL,POE\Main\MainV.VB,,,,,,GOL,,,VAR,DEFINITION,,,
GOL_ERROR,POE\Main\Main.GB,OUT,40,53,Write,,BOOL,,,VAR,LOCAL,,,
GOL_ERROR,POE\Main\MainV.VB,,,,,,BOOL,,,VAR,DEFINITION,,,
GOL_STAT,POE\Main\Main.GB,OUT,36,53,Write,,BOOL,,,VAR,LOCAL,,,
GOL_STAT,POE\Main\MainV.VB,,,,,,BOOL,,,VAR,DEFINITION,,,
HOME_ALL,POE\Main\Main.GB,IN,13,77,Read,,BOOL,,,VAR,LOCAL,,,
HOME_ALL,POE\Main\MainV.VB,,,,,,BOOL,,,VAR,DEFINITION,,,
HOME_RODS,POE\Main\Main.GB,,10,91,Call,,HOME_RODS,,,VAR,FB,,,
HOME_RODS,POE\Main\MainV.VB,,,,,,HOME_RODS,,,VAR,DEFINITION,,,
MID,POE\Main\Main.GB,,43,210,Call,,MIDD,,,VAR,FB,,,
MID,POE\Main\MainV.VB,,,,,,MIDD,,,VAR,DEFINITION,,,
MID_ERROR,POE\Main\Main.GB,OUT,24,53,Write,,BOOL,,,VAR,LOCAL,,,
MID_ERROR,POE\Main\MainV.VB,,,,,,BOOL,,,VAR,DEFINITION,,,
MID_STAT,POE\Main\Main.GB,OUT,20,53,Write,,BOOL,,,VAR,LOCAL,,,
MID_STAT,POE\Main\MainV.VB,,,,,,BOOL,,,VAR,DEFINITION,,,
TWO_MAN_DEF,POE\Main\Main.GB,,89,167,Call,,TWO_MAN_DEF,,,VAR,FB,,,
TWO_MAN_DEF,POE\Main\MainV.VB,,,,,,TWO_MAN_DEF,,,VAR,DEFINITION,,,
ZERO_ALL,POE\Main\Main.GB,IN,31,78,Read,,BOOL,,,VAR,LOCAL,,,
ZERO_ALL,POE\Main\MainV.VB,,,,,,BOOL,,,VAR,DEFINITION,,,
ZERO_RODS,POE\Main\Main.GB,,28,91,Call,,ZERO_RODS,,,VAR,FB,,,
ZERO_RODS,POE\Main\MainV.VB,,,,,,ZERO_RODS,,,VAR,DEFINITION,,,
