DEF_ROT,POE\ALL_ROD_INFO\ALL_ROD_INFO.GB,IN,47,17,Read,,AXIS_REF,,,VAR_EXTERNAL,GLOBAL,,,
DEF_ROT,POE\ALL_ROD_INFO\ALL_ROD_INFOV.VB,,,,,,AXIS_REF,,,VAR_EXTERNAL,DEFINITION,,,
DEF_TRANS,POE\ALL_ROD_INFO\ALL_ROD_INFO.GB,IN,43,15,Read,,AXIS_REF,,,VAR_EXTERNAL,GLOBAL,,,
DEF_TRANS,POE\ALL_ROD_INFO\ALL_ROD_INFOV.VB,,,,,,AXIS_REF,,,VAR_EXTERNAL,DEFINITION,,,
FWD_ROT,POE\ALL_ROD_INFO\ALL_ROD_INFO.GB,IN,112,17,Read,,AXIS_REF,,,VAR_EXTERNAL,GLOBAL,,,
FWD_ROT,POE\ALL_ROD_INFO\ALL_ROD_INFOV.VB,,,,,,AXIS_REF,,,VAR_EXTERNAL,DEFINITION,,,
FWD_TRANS,POE\ALL_ROD_INFO\ALL_ROD_INFO.GB,IN,108,15,Read,,AXIS_REF,,,VAR_EXTERNAL,GLOBAL,,,
FWD_TRANS,POE\ALL_ROD_INFO\ALL_ROD_INFOV.VB,,,,,,AXIS_REF,,,VAR_EXTERNAL,DEFINITION,,,
GOL_ROT,POE\ALL_ROD_INFO\ALL_ROD_INFO.GB,IN,14,17,Read,,AXIS_REF,,,VAR_EXTERNAL,GLOBAL,,,
GOL_ROT,POE\ALL_ROD_INFO\ALL_ROD_INFOV.VB,,,,,,AXIS_REF,,,VAR_EXTERNAL,DEFINITION,,,
GOL_TRANS,POE\ALL_ROD_INFO\ALL_ROD_INFO.GB,IN,10,15,Read,,AXIS_REF,,,VAR_EXTERNAL,GLOBAL,,,
GOL_TRANS,POE\ALL_ROD_INFO\ALL_ROD_INFOV.VB,,,,,,AXIS_REF,,,VAR_EXTERNAL,DEFINITION,,,
MID_ROT,POE\ALL_ROD_INFO\ALL_ROD_INFO.GB,IN,80,17,Read,,AXIS_REF,,,VAR_EXTERNAL,GLOBAL,,,
MID_ROT,POE\ALL_ROD_INFO\ALL_ROD_INFOV.VB,,,,,,AXIS_REF,,,VAR_EXTERNAL,DEFINITION,,,
MID_TRANS,POE\ALL_ROD_INFO\ALL_ROD_INFO.GB,IN,76,15,Read,,AXIS_REF,,,VAR_EXTERNAL,GLOBAL,,,
MID_TRANS,POE\ALL_ROD_INFO\ALL_ROD_INFOV.VB,,,,,,AXIS_REF,,,VAR_EXTERNAL,DEFINITION,,,
ROD_INFORMATION_DEF,POE\ALL_ROD_INFO\ALL_ROD_INFO.GB,,40,30,Call,,ROD_INFORMATION,,,VAR,FB,,,
ROD_INFORMATION_DEF,POE\ALL_ROD_INFO\ALL_ROD_INFOV.VB,,,,,,ROD_INFORMATION,,,VAR,DEFINITION,,,
ROD_INFORMATION_FWD,POE\ALL_ROD_INFO\ALL_ROD_INFO.GB,,105,31,Call,,ROD_INFORMATION,,,VAR,FB,,,
ROD_INFORMATION_FWD,POE\ALL_ROD_INFO\ALL_ROD_INFOV.VB,,,,,,ROD_INFORMATION,,,VAR,DEFINITION,,,
ROD_INFORMATION_GOL,POE\ALL_ROD_INFO\ALL_ROD_INFO.GB,,7,30,Call,,ROD_INFORMATION,,,VAR,FB,,,
ROD_INFORMATION_GOL,POE\ALL_ROD_INFO\ALL_ROD_INFOV.VB,,,,,,ROD_INFORMATION,,,VAR,DEFINITION,,,
ROD_INFORMATION_MID,POE\ALL_ROD_INFO\ALL_ROD_INFO.GB,,73,30,Call,,ROD_INFORMATION,,,VAR,FB,,,
ROD_INFORMATION_MID,POE\ALL_ROD_INFO\ALL_ROD_INFOV.VB,,,,,,ROD_INFORMATION,,,VAR,DEFINITION,,,
