ACCEL,POE\SET_ROT_ANGLE\SET_ROT_ANGLE.GB,IN,46,113,Read,,LREAL,,,VAR_INPUT,LOCAL,,,
ACCEL,POE\SET_ROT_ANGLE\SET_ROT_ANGLE.GB,IN,50,113,Read,,LREAL,,,VAR_INPUT,LOCAL,,,
ACCEL,POE\SET_ROT_ANGLE\SET_ROT_ANGLEV.VB,,,,,,LREAL,,,VAR_INPUT,DEFINITION,,,
CHANGE_ANGLE,POE\SET_ROT_ANGLE\SET_ROT_ANGLE.GB,IN,34,104,Read,,BOOL,,,VAR_INPUT,LOCAL,,,
CHANGE_ANGLE,POE\SET_ROT_ANGLE\SET_ROT_ANGLEV.VB,,,,,,BOOL,,,VAR_INPUT,DEFINITION,,,
DESIRED_ANGLE,POE\SET_ROT_ANGLE\SET_ROT_ANGLE.GB,IN,38,104,Read,,LREAL,,,VAR_INPUT,LOCAL,,,
DESIRED_ANGLE,POE\SET_ROT_ANGLE\SET_ROT_ANGLEV.VB,,,,,,LREAL,,,VAR_INPUT,DEFINITION,,,
MC_MoveAbsolute_1,POE\SET_ROT_ANGLE\SET_ROT_ANGLE.GB,,27,123,Call,,MC_MoveAbsolute,,,VAR,FB,,,
MC_MoveAbsolute_1,POE\SET_ROT_ANGLE\SET_ROT_ANGLEV.VB,,,,,,MC_MoveAbsolute,,,VAR,DEFINITION,,,
ROT_AXIS,POE\SET_ROT_ANGLE\SET_ROT_ANGLE.GB,IN,30,85,Read,,AXIS_REF,,,VAR_INPUT,LOCAL,,,
ROT_AXIS,POE\SET_ROT_ANGLE\SET_ROT_ANGLE.GB,IN,81,111,Read,,AXIS_REF,,,VAR_INPUT,LOCAL,,,
ROT_AXIS,POE\SET_ROT_ANGLE\SET_ROT_ANGLE.GB,OUT,30,153,Write,,AXIS_REF,,,VAR_INPUT,LOCAL,,,
ROT_AXIS,POE\SET_ROT_ANGLE\SET_ROT_ANGLEV.VB,,,,,,AXIS_REF,,,VAR_INPUT,DEFINITION,,,
ROT_DONE,POE\SET_ROT_ANGLE\SET_ROT_ANGLE.GB,OUT,34,153,Write,,BOOL,,,VAR_OUTPUT,LOCAL,,,
ROT_DONE,POE\SET_ROT_ANGLE\SET_ROT_ANGLEV.VB,,,,,,BOOL,,,VAR_OUTPUT,DEFINITION,,,
ROT_TORQUE_MONITOR_1,POE\SET_ROT_ANGLE\SET_ROT_ANGLE.GB,,78,125,Call,,ROT_TORQUE_MONITOR,,,VAR,FB,,,
ROT_TORQUE_MONITOR_1,POE\SET_ROT_ANGLE\SET_ROT_ANGLEV.VB,,,,,,ROT_TORQUE_MONITOR,,,VAR,DEFINITION,,,
TLIM_BUSY,POE\SET_ROT_ANGLE\SET_ROT_ANGLE.GB,OUT,81,153,Write,,BOOL,,,VAR_OUTPUT,LOCAL,,,
TLIM_BUSY,POE\SET_ROT_ANGLE\SET_ROT_ANGLEV.VB,,,,,,BOOL,,,VAR_OUTPUT,DEFINITION,,,
VELOCITY,POE\SET_ROT_ANGLE\SET_ROT_ANGLE.GB,IN,42,79,Read,,LREAL,,,VAR_INPUT,LOCAL,,,
VELOCITY,POE\SET_ROT_ANGLE\SET_ROT_ANGLEV.VB,,,,,,LREAL,,,VAR_INPUT,DEFINITION,,,
