DEF_ROT,POE\ZERO_RODS\ZERO_RODS.GB,IN,10,74,Read,,AXIS_REF,,,VAR_EXTERNAL,GLOBAL,,,
DEF_ROT,POE\ZERO_RODS\ZERO_RODSV.VB,,,,,,AXIS_REF,,,VAR_EXTERNAL,DEFINITION,,,
DEF_TRANS,POE\ZERO_RODS\ZERO_RODS.GB,IN,6,73,Read,,AXIS_REF,,,VAR_EXTERNAL,GLOBAL,,,
DEF_TRANS,POE\ZERO_RODS\ZERO_RODSV.VB,,,,,,AXIS_REF,,,VAR_EXTERNAL,DEFINITION,,,
FWD_ROT,POE\ZERO_RODS\ZERO_RODS.GB,IN,37,75,Read,,AXIS_REF,,,VAR_EXTERNAL,GLOBAL,,,
FWD_ROT,POE\ZERO_RODS\ZERO_RODSV.VB,,,,,,AXIS_REF,,,VAR_EXTERNAL,DEFINITION,,,
FWD_TRANS,POE\ZERO_RODS\ZERO_RODS.GB,IN,33,73,Read,,AXIS_REF,,,VAR_EXTERNAL,GLOBAL,,,
FWD_TRANS,POE\ZERO_RODS\ZERO_RODSV.VB,,,,,,AXIS_REF,,,VAR_EXTERNAL,DEFINITION,,,
GOL_ROT,POE\ZERO_RODS\ZERO_RODS.GB,IN,13,34,Read,,AXIS_REF,,,VAR_EXTERNAL,GLOBAL,,,
GOL_ROT,POE\ZERO_RODS\ZERO_RODSV.VB,,,,,,AXIS_REF,,,VAR_EXTERNAL,DEFINITION,,,
GOL_TRANS,POE\ZERO_RODS\ZERO_RODS.GB,IN,9,32,Read,,AXIS_REF,,,VAR_EXTERNAL,GLOBAL,,,
GOL_TRANS,POE\ZERO_RODS\ZERO_RODSV.VB,,,,,,AXIS_REF,,,VAR_EXTERNAL,DEFINITION,,,
MID_ROT,POE\ZERO_RODS\ZERO_RODS.GB,IN,38,34,Read,,AXIS_REF,,,VAR_EXTERNAL,GLOBAL,,,
MID_ROT,POE\ZERO_RODS\ZERO_RODSV.VB,,,,,,AXIS_REF,,,VAR_EXTERNAL,DEFINITION,,,
MID_TRANS,POE\ZERO_RODS\ZERO_RODS.GB,IN,34,32,Read,,AXIS_REF,,,VAR_EXTERNAL,GLOBAL,,,
MID_TRANS,POE\ZERO_RODS\ZERO_RODSV.VB,,,,,,AXIS_REF,,,VAR_EXTERNAL,DEFINITION,,,
ZERO_ALL,POE\ZERO_RODS\ZERO_RODS.GB,IN,22,0,Read,,BOOL,,,VAR_INPUT,LOCAL,,,
ZERO_ALL,POE\ZERO_RODS\ZERO_RODSV.VB,,,,,,BOOL,,,VAR_INPUT,DEFINITION,,,
ZERO_DEF,POE\ZERO_RODS\ZERO_RODS.GB,,3,88,Call,,ZERO_ROD,,,VAR,FB,,,
ZERO_DEF,POE\ZERO_RODS\ZERO_RODSV.VB,,,,,,ZERO_ROD,,,VAR,DEFINITION,,,
ZERO_FWD,POE\ZERO_RODS\ZERO_RODS.GB,,30,89,Call,,ZERO_ROD,,,VAR,FB,,,
ZERO_FWD,POE\ZERO_RODS\ZERO_RODSV.VB,,,,,,ZERO_ROD,,,VAR,DEFINITION,,,
ZERO_GOL,POE\ZERO_RODS\ZERO_RODS.GB,,6,47,Call,,ZERO_ROD,,,VAR,FB,,,
ZERO_GOL,POE\ZERO_RODS\ZERO_RODSV.VB,,,,,,ZERO_ROD,,,VAR,DEFINITION,,,
ZERO_MID,POE\ZERO_RODS\ZERO_RODS.GB,,31,47,Call,,ZERO_ROD,,,VAR,FB,,,
ZERO_MID,POE\ZERO_RODS\ZERO_RODSV.VB,,,,,,ZERO_ROD,,,VAR,DEFINITION,,,
