BALL_X_POSITION,POE\Rod1_Rotation_Calc\Rod1_Rotation_Calc.STB,,4,0,Read,<>,LREAL,,,VAR_EXTERNAL,GLOBAL,,BALL X POSITION (MM),
BALL_X_POSITION,POE\Rod1_Rotation_Calc\Rod1_Rotation_Calc.STB,,6,0,Read,,LREAL,,,VAR_EXTERNAL,GLOBAL,,BALL X POSITION (MM),
BALL_X_POSITION,POE\Rod1_Rotation_Calc\Rod1_Rotation_Calc.STB,,12,0,Read,&,LREAL,,,VAR_EXTERNAL,GLOBAL,,BALL X POSITION (MM),
BALL_X_POSITION,POE\Rod1_Rotation_Calc\Rod1_Rotation_Calc.STB,,12,0,Read,<=,LREAL,,,VAR_EXTERNAL,GLOBAL,,BALL X POSITION (MM),
BALL_X_POSITION,POE\Rod1_Rotation_Calc\Rod1_Rotation_Calc.STB,,16,0,Read,,LREAL,,,VAR_EXTERNAL,GLOBAL,,BALL X POSITION (MM),
BALL_X_POSITION,POE\Rod1_Rotation_Calc\Rod1_Rotation_Calc.STB,,22,0,Read,,LREAL,,,VAR_EXTERNAL,GLOBAL,,BALL X POSITION (MM),
BALL_X_POSITION,POE\Rod1_Rotation_Calc\Rod1_Rotation_CalcV.VB,,,,,,LREAL,,,VAR_EXTERNAL,DEFINITION,,BALL X POSITION (MM),
PREV_BALL_X_POSITION_ROT_1,POE\Rod1_Rotation_Calc\Rod1_Rotation_Calc.STB,,4,0,Read,,LREAL,,,VAR,LOCAL,,,
PREV_BALL_X_POSITION_ROT_1,POE\Rod1_Rotation_Calc\Rod1_Rotation_Calc.STB,,22,0,Write,:=,LREAL,,,VAR,LOCAL,,,
PREV_BALL_X_POSITION_ROT_1,POE\Rod1_Rotation_Calc\Rod1_Rotation_CalcV.VB,,,,,,LREAL,,,VAR,DEFINITION,,,
ROD1_BAK_DIST,POE\Rod1_Rotation_Calc\Rod1_Rotation_Calc.STB,,6,0,Read,>=,LREAL,,,VAR,LOCAL,,,
ROD1_BAK_DIST,POE\Rod1_Rotation_Calc\Rod1_Rotation_CalcV.VB,,,,,,LREAL,,,VAR,DEFINITION,,,
ROD1_FWD_DIST,POE\Rod1_Rotation_Calc\Rod1_Rotation_Calc.STB,,12,0,Read,+,LREAL,,,VAR,LOCAL,,,
ROD1_FWD_DIST,POE\Rod1_Rotation_Calc\Rod1_Rotation_Calc.STB,,12,0,Read,<=,LREAL,,,VAR,LOCAL,,,
ROD1_FWD_DIST,POE\Rod1_Rotation_Calc\Rod1_Rotation_Calc.STB,,16,0,Read,+,LREAL,,,VAR,LOCAL,,,
ROD1_FWD_DIST,POE\Rod1_Rotation_Calc\Rod1_Rotation_CalcV.VB,,,,,,LREAL,,,VAR,DEFINITION,,,
ROD1_ROT,POE\Rod1_Rotation_Calc\Rod1_Rotation_Calc.STB,,1,0,Read,,AXIS_REF,,,VAR_EXTERNAL,GLOBAL,,"ROD 1 ROTATION, AXIS 4",
ROD1_ROT,POE\Rod1_Rotation_Calc\Rod1_Rotation_CalcV.VB,,,,,,AXIS_REF,,,VAR_EXTERNAL,DEFINITION,,"ROD 1 ROTATION, AXIS 4",
ROD1_ROT_DIR,POE\Rod1_Rotation_Calc\Rod1_Rotation_Calc.STB,,8,0,Write,:=,MC_Direction,,,VAR_EXTERNAL,GLOBAL,,,
ROD1_ROT_DIR,POE\Rod1_Rotation_Calc\Rod1_Rotation_Calc.STB,,18,0,Write,:=,MC_Direction,,,VAR_EXTERNAL,GLOBAL,,,
ROD1_ROT_DIR,POE\Rod1_Rotation_Calc\Rod1_Rotation_CalcV.VB,,,,,,MC_Direction,,,VAR_EXTERNAL,DEFINITION,,,
ROD1_ROT_MOVE,POE\Rod1_Rotation_Calc\Rod1_Rotation_Calc.STB,,7,0,Write,:=,LREAL,,,VAR_EXTERNAL,GLOBAL,,,
ROD1_ROT_MOVE,POE\Rod1_Rotation_Calc\Rod1_Rotation_Calc.STB,,17,0,Write,:=,LREAL,,,VAR_EXTERNAL,GLOBAL,,,
ROD1_ROT_MOVE,POE\Rod1_Rotation_Calc\Rod1_Rotation_CalcV.VB,,,,,,LREAL,,,VAR_EXTERNAL,DEFINITION,,,
ROD1_SHOOT,POE\Rod1_Rotation_Calc\Rod1_Rotation_Calc.STB,,1,0,Read,,BOOL,,,VAR_EXTERNAL,GLOBAL,,,
ROD1_SHOOT,POE\Rod1_Rotation_Calc\Rod1_Rotation_Calc.STB,,13,0,Write,:=,BOOL,,,VAR_EXTERNAL,GLOBAL,,,
