MC_SetPosition_1,POE\Set_Zero\Set_Zero.GB,,5,16,Call,,MC_SetPosition,,,VAR,FB,,,
MC_SetPosition_1,POE\Set_Zero\Set_ZeroV.VB,,,,,,MC_SetPosition,,,VAR,DEFINITION,,,
MC_SetPosition_2,POE\Set_Zero\Set_Zero.GB,,5,65,Call,,MC_SetPosition,,,VAR,FB,,,
MC_SetPosition_2,POE\Set_Zero\Set_ZeroV.VB,,,,,,MC_SetPosition,,,VAR,DEFINITION,,,
MC_SetPosition_3,POE\Set_Zero\Set_Zero.GB,,5,114,Call,,MC_SetPosition,,,VAR,FB,,,
MC_SetPosition_3,POE\Set_Zero\Set_ZeroV.VB,,,,,,MC_SetPosition,,,VAR,DEFINITION,,,
MC_SetPosition_4,POE\Set_Zero\Set_Zero.GB,,5,163,Call,,MC_SetPosition,,,VAR,FB,,,
MC_SetPosition_4,POE\Set_Zero\Set_ZeroV.VB,,,,,,MC_SetPosition,,,VAR,DEFINITION,,,
MC_SetPosition_5,POE\Set_Zero\Set_Zero.GB,,47,16,Call,,MC_SetPosition,,,VAR,FB,,,
MC_SetPosition_5,POE\Set_Zero\Set_ZeroV.VB,,,,,,MC_SetPosition,,,VAR,DEFINITION,,,
MC_SetPosition_6,POE\Set_Zero\Set_Zero.GB,,47,65,Call,,MC_SetPosition,,,VAR,FB,,,
MC_SetPosition_6,POE\Set_Zero\Set_ZeroV.VB,,,,,,MC_SetPosition,,,VAR,DEFINITION,,,
MC_SetPosition_7,POE\Set_Zero\Set_Zero.GB,,47,114,Call,,MC_SetPosition,,,VAR,FB,,,
MC_SetPosition_7,POE\Set_Zero\Set_ZeroV.VB,,,,,,MC_SetPosition,,,VAR,DEFINITION,,,
MC_SetPosition_8,POE\Set_Zero\Set_Zero.GB,,47,163,Call,,MC_SetPosition,,,VAR,FB,,,
MC_SetPosition_8,POE\Set_Zero\Set_ZeroV.VB,,,,,,MC_SetPosition,,,VAR,DEFINITION,,,
ROD1_ROT,POE\Set_Zero\Set_Zero.GB,IN,8,50,Read,,AXIS_REF,,,VAR_EXTERNAL,GLOBAL,,,
ROD1_ROT,POE\Set_Zero\Set_Zero.GB,OUT,8,83,Write,,AXIS_REF,,,VAR_EXTERNAL,GLOBAL,,,
ROD1_ROT,POE\Set_Zero\Set_ZeroV.VB,,,,,,AXIS_REF,,,VAR_EXTERNAL,DEFINITION,,,
ROD1_TRAN,POE\Set_Zero\Set_Zero.GB,IN,8,0,Read,,AXIS_REF,,,VAR_EXTERNAL,GLOBAL,,,
ROD1_TRAN,POE\Set_Zero\Set_Zero.GB,OUT,8,34,Write,,AXIS_REF,,,VAR_EXTERNAL,GLOBAL,,,
rod1_tRAN,POE\Set_Zero\Set_ZeroV.VB,,,,,,AXIS_REF,,,VAR_EXTERNAL,DEFINITION,,,
ROD1_ZERO,POE\Set_Zero\Set_Zero.GB,IN,12,1,Read,,BOOL,,,VAR_INPUT,LOCAL,,,
ROD1_ZERO,POE\Set_Zero\Set_Zero.GB,IN,12,50,Read,,BOOL,,,VAR_INPUT,LOCAL,,,
ROD1_ZERO,POE\Set_Zero\Set_ZeroV.VB,,,,,,BOOL,,,VAR_INPUT,DEFINITION,,,
ROD2_ROT,POE\Set_Zero\Set_Zero.GB,IN,8,148,Read,,AXIS_REF,,,VAR_EXTERNAL,GLOBAL,,,
ROD2_ROT,POE\Set_Zero\Set_Zero.GB,OUT,8,181,Write,,AXIS_REF,,,VAR_EXTERNAL,GLOBAL,,,
ROD2_ROT,POE\Set_Zero\Set_ZeroV.VB,,,,,,AXIS_REF,,,VAR_EXTERNAL,DEFINITION,,,
ROD2_TRAN,POE\Set_Zero\Set_Zero.GB,IN,8,98,Read,,AXIS_REF,,,VAR_EXTERNAL,GLOBAL,,,
ROD2_TRAN,POE\Set_Zero\Set_Zero.GB,OUT,8,132,Write,,AXIS_REF,,,VAR_EXTERNAL,GLOBAL,,,
ROD2_TRAN,POE\Set_Zero\Set_ZeroV.VB,,,,,,AXIS_REF,,,VAR_EXTERNAL,DEFINITION,,,
ROD2_ZERO,POE\Set_Zero\Set_Zero.GB,IN,12,99,Read,,BOOL,,,VAR_INPUT,LOCAL,,,
ROD2_ZERO,POE\Set_Zero\Set_Zero.GB,IN,12,148,Read,,BOOL,,,VAR_INPUT,LOCAL,,,
ROD2_ZERO,POE\Set_Zero\Set_ZeroV.VB,,,,,,BOOL,,,VAR_INPUT,DEFINITION,,,
ROD3_ROT,POE\Set_Zero\Set_Zero.GB,IN,50,50,Read,,AXIS_REF,,,VAR_EXTERNAL,GLOBAL,,,
ROD3_ROT,POE\Set_Zero\Set_Zero.GB,OUT,50,83,Write,,AXIS_REF,,,VAR_EXTERNAL,GLOBAL,,,
ROD3_ROT,POE\Set_Zero\Set_ZeroV.VB,,,,,,AXIS_REF,,,VAR_EXTERNAL,DEFINITION,,,
ROD3_TRAN,POE\Set_Zero\Set_Zero.GB,IN,50,0,Read,,AXIS_REF,,,VAR_EXTERNAL,GLOBAL,,,
ROD3_TRAN,POE\Set_Zero\Set_Zero.GB,OUT,50,34,Write,,AXIS_REF,,,VAR_EXTERNAL,GLOBAL,,,
ROD3_TRAN,POE\Set_Zero\Set_ZeroV.VB,,,,,,AXIS_REF,,,VAR_EXTERNAL,DEFINITION,,,
ROD3_ZERO,POE\Set_Zero\Set_Zero.GB,IN,54,50,Read,,BOOL,,,VAR_INPUT,LOCAL,,,
ROD3_ZERO,POE\Set_Zero\Set_Zero.GB,IN,54,1,Read,,BOOL,,,VAR_INPUT,LOCAL,,,
ROD3_ZERO,POE\Set_Zero\Set_ZeroV.VB,,,,,,BOOL,,,VAR_INPUT,DEFINITION,,,
ROD4_ROT,POE\Set_Zero\Set_Zero.GB,IN,50,148,Read,,AXIS_REF,,,VAR_EXTERNAL,GLOBAL,,,
ROD4_ROT,POE\Set_Zero\Set_Zero.GB,OUT,50,181,Write,,AXIS_REF,,,VAR_EXTERNAL,GLOBAL,,,
ROD4_ROT,POE\Set_Zero\Set_ZeroV.VB,,,,,,AXIS_REF,,,VAR_EXTERNAL,DEFINITION,,,
ROD4_TRAN,POE\Set_Zero\Set_Zero.GB,IN,50,98,Read,,AXIS_REF,,,VAR_EXTERNAL,GLOBAL,,,
ROD4_TRAN,POE\Set_Zero\Set_Zero.GB,OUT,50,132,Write,,AXIS_REF,,,VAR_EXTERNAL,GLOBAL,,,
ROD4_TRAN,POE\Set_Zero\Set_ZeroV.VB,,,,,,AXIS_REF,,,VAR_EXTERNAL,DEFINITION,,,
ROD4_ZERO,POE\Set_Zero\Set_Zero.GB,IN,54,99,Read,,BOOL,,,VAR_INPUT,LOCAL,,,
ROD4_ZERO,POE\Set_Zero\Set_Zero.GB,IN,54,148,Read,,BOOL,,,VAR_INPUT,LOCAL,,,
ROD4_ZERO,POE\Set_Zero\Set_ZeroV.VB,,,,,,BOOL,,,VAR_INPUT,DEFINITION,,,
