BALL_X_POSITION,POE\Rod3_Rotation_Calc\Rod3_Rotation_Calc.STB,,3,0,Read,<>,LREAL,,,VAR_EXTERNAL,GLOBAL,,BALL X POSITION (MM),
BALL_X_POSITION,POE\Rod3_Rotation_Calc\Rod3_Rotation_Calc.STB,,5,0,Read,,LREAL,,,VAR_EXTERNAL,GLOBAL,,BALL X POSITION (MM),
BALL_X_POSITION,POE\Rod3_Rotation_Calc\Rod3_Rotation_Calc.STB,,11,0,Read,&,LREAL,,,VAR_EXTERNAL,GLOBAL,,BALL X POSITION (MM),
BALL_X_POSITION,POE\Rod3_Rotation_Calc\Rod3_Rotation_Calc.STB,,11,0,Read,<=,LREAL,,,VAR_EXTERNAL,GLOBAL,,BALL X POSITION (MM),
BALL_X_POSITION,POE\Rod3_Rotation_Calc\Rod3_Rotation_Calc.STB,,15,0,Read,,LREAL,,,VAR_EXTERNAL,GLOBAL,,BALL X POSITION (MM),
BALL_X_POSITION,POE\Rod3_Rotation_Calc\Rod3_Rotation_Calc.STB,,21,0,Read,,LREAL,,,VAR_EXTERNAL,GLOBAL,,BALL X POSITION (MM),
BALL_X_POSITION,POE\Rod3_Rotation_Calc\Rod3_Rotation_CalcV.VB,,,,,,LREAL,,,VAR_EXTERNAL,DEFINITION,,BALL X POSITION (MM),
PREV_BALL_X_POSITION_ROT_3,POE\Rod3_Rotation_Calc\Rod3_Rotation_Calc.STB,,3,0,Read,,LREAL,,,VAR,LOCAL,,,
PREV_BALL_X_POSITION_ROT_3,POE\Rod3_Rotation_Calc\Rod3_Rotation_Calc.STB,,21,0,Write,:=,LREAL,,,VAR,LOCAL,,,
PREV_BALL_X_POSITION_ROT_3,POE\Rod3_Rotation_Calc\Rod3_Rotation_CalcV.VB,,,,,,LREAL,,,VAR,DEFINITION,,,
ROD3_BAK_DIST,POE\Rod3_Rotation_Calc\Rod3_Rotation_Calc.STB,,5,0,Read,>=,LREAL,,,VAR,LOCAL,,,
ROD3_BAK_DIST,POE\Rod3_Rotation_Calc\Rod3_Rotation_CalcV.VB,,,,,,LREAL,,,VAR,DEFINITION,,,
ROD3_FWD_DIST,POE\Rod3_Rotation_Calc\Rod3_Rotation_Calc.STB,,11,0,Read,+,LREAL,,,VAR,LOCAL,,,
ROD3_FWD_DIST,POE\Rod3_Rotation_Calc\Rod3_Rotation_Calc.STB,,11,0,Read,<=,LREAL,,,VAR,LOCAL,,,
ROD3_FWD_DIST,POE\Rod3_Rotation_Calc\Rod3_Rotation_Calc.STB,,15,0,Read,+,LREAL,,,VAR,LOCAL,,,
