ALM_EVT_TIMING,C\Configuration\R\Resource\Global_Variables.VB,,,,,,SYS_TIMING_INFO,%MD3.65632,,VAR_GLOBAL,NOT USED,Configuration.Resource,,
AX10_ALM,C\Configuration\R\Resource\Global_Variables.VB,,,,,,BOOL,%IX53828.0,,VAR_GLOBAL,NOT USED,Configuration.Resource,Alarm On Drive,
AX10_BRK,C\Configuration\R\Resource\Global_Variables.VB,,,,,,BOOL,%IX53825.1,,VAR_GLOBAL,NOT USED,Configuration.Resource,Brake Output Status,
AX10_HBB,C\Configuration\R\Resource\Global_Variables.VB,,,,,,BOOL,%IX53825.2,,VAR_GLOBAL,NOT USED,Configuration.Resource,"HBB, Stop Signal Input",
AX10_PON,C\Configuration\R\Resource\Global_Variables.VB,,,,,,BOOL,%IX53828.4,,VAR_GLOBAL,NOT USED,Configuration.Resource,Main Circuit Power On,
AX10_PSET,C\Configuration\R\Resource\Global_Variables.VB,,,,,,BOOL,%IX53828.7,,VAR_GLOBAL,NOT USED,Configuration.Resource,Positioning Completed,
AX10_SI0_IO12,C\Configuration\R\Resource\Global_Variables.VB,,,,,,BOOL,%IX53825.4,,VAR_GLOBAL,NOT USED,Configuration.Resource,"Configurable by Pn81E.0, default is unallocated",
AX10_SI1_IO13,C\Configuration\R\Resource\Global_Variables.VB,,,,,,BOOL,%IX53825.5,,VAR_GLOBAL,NOT USED,Configuration.Resource,"Configurable by Pn81E.1, default is unallocated",
AX10_SI1_POT,C\Configuration\R\Resource\Global_Variables.VB,,,,,,BOOL,%IX53824.0,,VAR_GLOBAL,NOT USED,Configuration.Resource,"POT, default on pin #7, configurable by Pn50A.3",
AX10_SI2_IO14,C\Configuration\R\Resource\Global_Variables.VB,,,,,,BOOL,%IX53825.6,,VAR_GLOBAL,NOT USED,Configuration.Resource,"Configurable by Pn81E.2, default is unallocated",
AX10_SI2_NOT,C\Configuration\R\Resource\Global_Variables.VB,,,,,,BOOL,%IX53824.1,,VAR_GLOBAL,NOT USED,Configuration.Resource,"NOT, default on pin #8, configurable by Pn50B.0",
AX10_SI3_DEC,C\Configuration\R\Resource\Global_Variables.VB,,,,,,BOOL,%IX53824.2,,VAR_GLOBAL,NOT USED,Configuration.Resource,"DEC, default on pin #9, configurable by Pn511.0",
AX10_SI3_IO15,C\Configuration\R\Resource\Global_Variables.VB,,,,,,BOOL,%IX53825.7,,VAR_GLOBAL,NOT USED,Configuration.Resource,"Configurable by Pn81E.3, default is unallocated",
AX10_SI4_EXT1,C\Configuration\R\Resource\Global_Variables.VB,,,,,,BOOL,%IX53824.6,,VAR_GLOBAL,NOT USED,Configuration.Resource,"EXT1, default on pin #10, configurable by Pn511.1",
AX10_SI5_EXT2,C\Configuration\R\Resource\Global_Variables.VB,,,,,,BOOL,%IX53824.7,,VAR_GLOBAL,NOT USED,Configuration.Resource,"EXT2, default on pin #11, configurable by Pn511.2",
AX10_SI6_EXT3,C\Configuration\R\Resource\Global_Variables.VB,,,,,,BOOL,%IX53825.0,,VAR_GLOBAL,NOT USED,Configuration.Resource,"EXT3, default on pin #12, configurable by Pn511.3",
AX10_SO1,C\Configuration\R\Resource\Global_Variables.VB,,,,,,BOOL,%QX53824.0,,VAR_GLOBAL,NOT USED,Configuration.Resource,"SO1, pins 1 and 2, configurable by Pn82E, Pn50E, Pn50F, Pn5",
AX10_SO2,C\Configuration\R\Resource\Global_Variables.VB,,,,,,BOOL,%QX53824.1,,VAR_GLOBAL,NOT USED,Configuration.Resource,"SO2, pins 23 and 24, configurable by Pn82E, Pn50E, Pn50F, P",
AX10_SO3,C\Configuration\R\Resource\Global_Variables.VB,,,,,,BOOL,%QX53824.2,,VAR_GLOBAL,NOT USED,Configuration.Resource,"SO3, pins 25 and 26, configurable by Pn82E, Pn50E, Pn50F, P",
AX10_SVON,C\Configuration\R\Resource\Global_Variables.VB,,,,,,BOOL,%IX53828.3,,VAR_GLOBAL,NOT USED,Configuration.Resource,Servo On,
AX10_WARNG,C\Configuration\R\Resource\Global_Variables.VB,,,,,,BOOL,%IX53828.1,,VAR_GLOBAL,NOT USED,Configuration.Resource,Warning On Drive,
AX3_ALM,C\Configuration\R\Resource\Global_Variables.VB,,,,,,BOOL,%IX53380.0,,VAR_GLOBAL,NOT USED,Configuration.Resource,Alarm On Drive,
AX3_BRK,C\Configuration\R\Resource\Global_Variables.VB,,,,,,BOOL,%IX53377.1,,VAR_GLOBAL,NOT USED,Configuration.Resource,Brake Output Status,
AX3_HBB,C\Configuration\R\Resource\Global_Variables.VB,,,,,,BOOL,%IX53377.2,,VAR_GLOBAL,NOT USED,Configuration.Resource,"HBB, Stop Signal Input",
AX3_PON,C\Configuration\R\Resource\Global_Variables.VB,,,,,,BOOL,%IX53380.4,,VAR_GLOBAL,NOT USED,Configuration.Resource,Main Circuit Power On,
AX3_PSET,C\Configuration\R\Resource\Global_Variables.VB,,,,,,BOOL,%IX53380.7,,VAR_GLOBAL,NOT USED,Configuration.Resource,Positioning Completed,
AX3_SI0_IO12,C\Configuration\R\Resource\Global_Variables.VB,,,,,,BOOL,%IX53377.4,,VAR_GLOBAL,NOT USED,Configuration.Resource,"Configurable by Pn81E.0, default is unallocated",
